"COU","Country","SEX","Sex","IND","Indicator","YEAR","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"JPN","Japan","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","1999","1999","WEEK","Weeks","0","Units",,,58,,
"JPN","Japan","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2000","2000","WEEK","Weeks","0","Units",,,58,,
"JPN","Japan","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2001","2001","WEEK","Weeks","0","Units",,,58,,
"JPN","Japan","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2002","2002","WEEK","Weeks","0","Units",,,58,,
"JPN","Japan","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2003","2003","WEEK","Weeks","0","Units",,,58,,
"JPN","Japan","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2004","2004","WEEK","Weeks","0","Units",,,58,,
"JPN","Japan","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2005","2005","WEEK","Weeks","0","Units",,,58,,
"JPN","Japan","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2006","2006","WEEK","Weeks","0","Units",,,58,,
"JPN","Japan","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2007","2007","WEEK","Weeks","0","Units",,,58,,
"JPN","Japan","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2008","2008","WEEK","Weeks","0","Units",,,58,,
"JPN","Japan","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2009","2009","WEEK","Weeks","0","Units",,,58,,
"JPN","Japan","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2010","2010","WEEK","Weeks","0","Units",,,58,,
"JPN","Japan","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2011","2011","WEEK","Weeks","0","Units",,,58,,
"JPN","Japan","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2012","2012","WEEK","Weeks","0","Units",,,58,,
"JPN","Japan","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2013","2013","WEEK","Weeks","0","Units",,,58,,
"JPN","Japan","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2014","2014","WEEK","Weeks","0","Units",,,58,,
"JPN","Japan","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2015","2015","WEEK","Weeks","0","Units",,,58,,
"JPN","Japan","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2016","2016","WEEK","Weeks","0","Units",,,58,,
"ITA","Italy","TOTAL","Total","FAM14","Proportion (%) of children aged 3-5 enrolled in pre-primary education or primary school","2005","2005","PC","Percentage","0","Units",,,100,,
"ITA","Italy","TOTAL","Total","FAM14","Proportion (%) of children aged 3-5 enrolled in pre-primary education or primary school","2010","2010","PC","Percentage","0","Units",,,97.6,,
"ITA","Italy","TOTAL","Total","FAM14","Proportion (%) of children aged 3-5 enrolled in pre-primary education or primary school","2015","2015","PC","Percentage","0","Units",,,94.9,,
"ITA","Italy","TOTAL","Total","FAM14","Proportion (%) of children aged 3-5 enrolled in pre-primary education or primary school","2016","2016","PC","Percentage","0","Units",,,94.9,,
"ISR","Israel","TOTAL","Total","FAM14","Proportion (%) of children aged 3-5 enrolled in pre-primary education or primary school","2005","2005","PC","Percentage","0","Units",,,80,,
"ISR","Israel","TOTAL","Total","FAM14","Proportion (%) of children aged 3-5 enrolled in pre-primary education or primary school","2010","2010","PC","Percentage","0","Units",,,85.6,,
"ISR","Israel","TOTAL","Total","FAM14","Proportion (%) of children aged 3-5 enrolled in pre-primary education or primary school","2015","2015","PC","Percentage","0","Units",,,99.2,,
"ISR","Israel","TOTAL","Total","FAM14","Proportion (%) of children aged 3-5 enrolled in pre-primary education or primary school","2016","2016","PC","Percentage","0","Units",,,99.3,,
"SVK","Slovak Republic","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","1990","1990","WEEK","Weeks","0","Units",,,162,,
"SVK","Slovak Republic","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","1991","1991","WEEK","Weeks","0","Units",,,162,,
"SVK","Slovak Republic","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","1992","1992","WEEK","Weeks","0","Units",,,162,,
"SVK","Slovak Republic","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","1993","1993","WEEK","Weeks","0","Units",,,164,,
"SVK","Slovak Republic","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","1994","1994","WEEK","Weeks","0","Units",,,164,,
"SVK","Slovak Republic","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","1995","1995","WEEK","Weeks","0","Units",,,164,,
"SVK","Slovak Republic","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","1996","1996","WEEK","Weeks","0","Units",,,164,,
"SVK","Slovak Republic","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","1997","1997","WEEK","Weeks","0","Units",,,164,,
"SVK","Slovak Republic","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","1998","1998","WEEK","Weeks","0","Units",,,164,,
"SVK","Slovak Republic","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","1999","1999","WEEK","Weeks","0","Units",,,164,,
"SVK","Slovak Republic","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2000","2000","WEEK","Weeks","0","Units",,,164,,
"SVK","Slovak Republic","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2001","2001","WEEK","Weeks","0","Units",,,164,,
"SVK","Slovak Republic","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2002","2002","WEEK","Weeks","0","Units",,,164,,
"SVK","Slovak Republic","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2003","2003","WEEK","Weeks","0","Units",,,164,,
"SVK","Slovak Republic","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2004","2004","WEEK","Weeks","0","Units",,,164,,
"SVK","Slovak Republic","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2005","2005","WEEK","Weeks","0","Units",,,164,,
"SVK","Slovak Republic","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2006","2006","WEEK","Weeks","0","Units",,,164,,
"SVK","Slovak Republic","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2007","2007","WEEK","Weeks","0","Units",,,164,,
"SVK","Slovak Republic","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2008","2008","WEEK","Weeks","0","Units",,,164,,
"SVK","Slovak Republic","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2009","2009","WEEK","Weeks","0","Units",,,164,,
"SVK","Slovak Republic","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2010","2010","WEEK","Weeks","0","Units",,,164,,
"SVK","Slovak Republic","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2011","2011","WEEK","Weeks","0","Units",,,164,,
"SVK","Slovak Republic","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2012","2012","WEEK","Weeks","0","Units",,,164,,
"SVK","Slovak Republic","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2013","2013","WEEK","Weeks","0","Units",,,164,,
"SVK","Slovak Republic","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2014","2014","WEEK","Weeks","0","Units",,,164,,
"SVK","Slovak Republic","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2015","2015","WEEK","Weeks","0","Units",,,164,,
"SVK","Slovak Republic","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2016","2016","WEEK","Weeks","0","Units",,,164,,
"PRT","Portugal","TOTAL","Total","FAM14","Proportion (%) of children aged 3-5 enrolled in pre-primary education or primary school","2005","2005","PC","Percentage","0","Units",,,77.6,,
"PRT","Portugal","TOTAL","Total","FAM14","Proportion (%) of children aged 3-5 enrolled in pre-primary education or primary school","2010","2010","PC","Percentage","0","Units",,,86.9,,
"PRT","Portugal","TOTAL","Total","FAM14","Proportion (%) of children aged 3-5 enrolled in pre-primary education or primary school","2015","2015","PC","Percentage","0","Units",,,89.8,,
"PRT","Portugal","TOTAL","Total","FAM14","Proportion (%) of children aged 3-5 enrolled in pre-primary education or primary school","2016","2016","PC","Percentage","0","Units",,,89.5,,
"DNK","Denmark","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","1990","1990","WEEK","Weeks","0","Units",,,28,,
"DNK","Denmark","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","1991","1991","WEEK","Weeks","0","Units",,,28,,
"DNK","Denmark","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","1992","1992","WEEK","Weeks","0","Units",,,54,,
"DNK","Denmark","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","1993","1993","WEEK","Weeks","0","Units",,,54,,
"DNK","Denmark","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","1994","1994","WEEK","Weeks","0","Units",,,54,,
"DNK","Denmark","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","1995","1995","WEEK","Weeks","0","Units",,,54,,
"DNK","Denmark","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","1996","1996","WEEK","Weeks","0","Units",,,54,,
"DNK","Denmark","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","1997","1997","WEEK","Weeks","0","Units",,,54,,
"DNK","Denmark","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","1998","1998","WEEK","Weeks","0","Units",,,54,,
"DNK","Denmark","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","1999","1999","WEEK","Weeks","0","Units",,,54,,
"DNK","Denmark","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2000","2000","WEEK","Weeks","0","Units",,,54,,
"DNK","Denmark","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2001","2001","WEEK","Weeks","0","Units",,,54,,
"DNK","Denmark","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2002","2002","WEEK","Weeks","0","Units",,,50,,
"DNK","Denmark","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2003","2003","WEEK","Weeks","0","Units",,,50,,
"DNK","Denmark","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2004","2004","WEEK","Weeks","0","Units",,,50,,
"DNK","Denmark","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2005","2005","WEEK","Weeks","0","Units",,,50,,
"DNK","Denmark","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2006","2006","WEEK","Weeks","0","Units",,,50,,
"DNK","Denmark","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2007","2007","WEEK","Weeks","0","Units",,,50,,
"DNK","Denmark","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2008","2008","WEEK","Weeks","0","Units",,,50,,
"DNK","Denmark","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2009","2009","WEEK","Weeks","0","Units",,,50,,
"DNK","Denmark","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2010","2010","WEEK","Weeks","0","Units",,,50,,
"DNK","Denmark","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2011","2011","WEEK","Weeks","0","Units",,,50,,
"DNK","Denmark","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2012","2012","WEEK","Weeks","0","Units",,,50,,
"DNK","Denmark","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2013","2013","WEEK","Weeks","0","Units",,,50,,
"DNK","Denmark","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2014","2014","WEEK","Weeks","0","Units",,,50,,
"DNK","Denmark","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2015","2015","WEEK","Weeks","0","Units",,,50,,
"DNK","Denmark","TOTAL","Total","FAM12A","Length of paid maternity and parental leave available to mothers in weeks","2016","2016","WEEK","Weeks","0","Units",,,50,,
